,Name,Price,Address,Info
2270,2 bedroom flat / apartment for rent,"2,500,000","  Ikota, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
2271,3 bedroom flat / apartment for rent,"25,000,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2272,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
2273,3 bedroom flat / apartment for rent,"16,500,000","  Yusuf Abiodun Way, Oniru, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
2274,2 bedroom flat / apartment for rent,"15,000,000","  Blue Waters, Oniru, Victoria Island (VI), Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
2275,3 bedroom flat / apartment for rent,"35,000,000","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
2276,3 bedroom flat / apartment for rent,"19,999,999","  Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2277,3 bedroom flat / apartment for rent,"40,000,000","  Ikeja GRA, Ikeja, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
2278,Self contain (single rooms) for rent,"1,700,000","  Off Durosimi Etti Drive, Lekki Phase 1, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
2279,Self contain (single rooms) for rent,"2,400,000","  Off Durosimi Etti Drive, Lekki Phase 1, Lekki, Lagos",1 Bathroom1 Toilet Save
2280,2 bedroom flat / apartment for rent,"2,500,000","  Igbara Close To Bustop, Jakande, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
2281,Self contain (single rooms) for rent,"3,200,000","  Ikate, Lekki, Lagos",  Save
2282,3 bedroom flat / apartment for rent,"6,000,000","  Behind Prime Waters, Off Freedom Way, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2283,1 bedroom mini flat (room and parlour) for rent,"4,500,000","  Off Admiralty, Lekki Phase 1, Lekki, Lagos",1 Bedroom2 Bathrooms2 Toilets1 Parking Space Save
2284,3 bedroom flat / apartment for rent,"25,000,000","  Off Kofo Abayomi, Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2285,3 bedroom flat / apartment for rent,"2,000,000","  Ajah, Lagos",3 Bedrooms Save
2286,2 bedroom flat / apartment for rent,"15,000,000","  Banana Island, Ikoyi, Lagos",2 Bedrooms1 Bathroom2 Toilets2 Parking Spaces Save
2287,3 bedroom flat / apartment for rent,"25,000,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
2288,3 bedroom flat / apartment for rent,"25,000,000","  Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets3 Parking Spaces Save
2289,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
2290,2 bedroom flat / apartment for rent,"2,700,000","  Thomas Estate, Ajah, Lagos",2 Bedrooms Save
2291,3 bedroom flat / apartment for rent,"6,000,000","  Salem, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2292,1 bedroom mini flat (room and parlour) for rent,"2,500,000","  Eti Osa Street, Dolphin Estate, Ikoyi, Lagos",1 Bedroom1 Bathroom1 Toilet Save
2293,2 bedroom flat / apartment for rent,"2,800,000","  Divine Estate, Amuwo Odofin, Lagos",2 Bedrooms2 Bathrooms3 Toilets8 Parking Spaces Save
2294,Self contain (single rooms) for rent,"800,000","  Lekki, Lagos",1 Bathroom1 Toilet Save
2295,2 bedroom flat / apartment for rent,"2,500,000","  Lekki County, Ikota, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
2296,2 bedroom flat / apartment for rent,"7,000,000","  Cyberville Estate By Nike Art Gallery, Ikate, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
2297,1 bedroom mini flat (room and parlour) for rent,"3,500,000","  Chevron, Lekki Phase 2, Lekki, Lagos",1 Bedroom3 Bathrooms4 Toilets4 Parking Spaces Save
2298,1 bedroom mini flat (room and parlour) for rent,"3,400,000","  Off Fola Osibo, Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
2299,3 bedroom flat / apartment for rent,"1,500,000","  Asorock Bucknor Estate, Isolo, Lagos",3 Bedrooms3 Bathrooms4 Toilets8 Parking Spaces Save
2300,1 bedroom flat / apartment for rent,"2,200,000","  Lekki Phase 1, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
2301,1 bedroom flat / apartment for rent,"800,000","  Peace Land Road Agunbi Ade Axis, Ogombo, Ajah, Lagos",1 Bedroom1 Toilet8 Parking Spaces Save
2302,3 bedroom flat / apartment for rent,"25,000,000","  Victoria Island (VI), Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
2303,3 bedroom flat / apartment for rent,"7,000,000","  Off Freedom Way, Lekki Phase 1, Lekki, Lagos",3 Bedrooms6 Bathrooms4 Toilets2 Parking Spaces Save
2304,2 bedroom flat / apartment for rent,"9,000,000","  1004 Estate, Victoria Island (VI), Lagos",2 Bedrooms1 Bathroom2 Toilets1 Parking Space Save
2305,2 bedroom flat / apartment for rent,"1,200,000","  Ogombo, Ajah, Lagos",2 Bedrooms3 Bathrooms3 Toilets2 Parking Spaces Save
2306,1 bedroom mini flat (room and parlour) for rent,"2,600,000","  Osapa, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
2307,2 bedroom flat / apartment for rent,"12,000,000","  Off Admiralty, Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
2308,2 bedroom flat / apartment for rent,"7,000,000","  Old Ikoyi, Ikoyi, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
2309,2 bedroom flat / apartment for rent,"6,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms Save
2310,1 bedroom flat / apartment for rent,"600,000","  Ikoyi, Lagos",1 Bedroom1 Bathroom Save
2311,3 bedroom flat / apartment for rent,"11,000,000","  Jose Maria Escravia, Lekki Phase 1, Lekki, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2312,Self contain (single rooms) for rent,"2,200,000","  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space80 sqm Total Area Save
2313,2 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets1 Parking Space Save
2314,2 bedroom flat / apartment for rent,"10,000,000","  Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
2315,3 bedroom flat / apartment for rent,"3,500,000","  Alagomeji-sabo, Sabo, Yaba, Lagos",3 Bedrooms Save
2316,1 bedroom flat / apartment for rent,"3,500,000","  New Road, Alpha Beach, Lekki, Lagos",1 Bedroom1 Bathroom2 Toilets2 Parking Spaces Save
2317,2 bedroom flat / apartment for rent,"1,300,000","  Opic, Isheri North, Lagos",2 Bedrooms3 Toilets Save
2318,1 bedroom mini flat (room and parlour) for rent,"1,400,000","  Ogombo, Ajah, Lagos",1 Bedroom1 Bathroom2 Toilets Save
2319,1 bedroom mini flat (room and parlour) for rent,"3,000,000","  Orchid, By Chevron, Lekki, Lagos",1 Bedroom1 Bathroom1 Toilet1 Parking Space Save
2320,2 bedroom flat / apartment for rent,"2,600,000","  Surulere, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
2321,Self contain (single rooms) for rent,"9,000,000","  Northern Foreshore Estate Chevron, Lekki, Lagos",6 Bathrooms5 Toilets5 Parking Spaces Save
2322,2 bedroom flat / apartment for rent,"4,000,000","  Chevron Alternative Route, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets Save
2323,2 bedroom flat / apartment for rent,"30,000","  Old Ikoyi, Ikoyi, Lagos",2 Bedrooms2 Bathrooms3 Toilets2 Parking Spaces Save
2324,3 bedroom flat / apartment for rent,"40,011","  Old Ikoyi, Ikoyi, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2325,1 bedroom mini flat (room and parlour) for rent,"13,000,000","  Banana Island, Ikoyi, Lagos",1 Bedroom1 Bathroom Save
2326,3 bedroom flat / apartment for rent,"2,000,000","  Ilaje, Ajah, Lagos",3 Bedrooms3 Bathrooms4 Toilets2 Parking Spaces Save
2327,3 bedroom flat / apartment for rent,"3,500,000","  Oyadiran Estate, Sabo, Yaba, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
2328,1 bedroom mini flat (room and parlour) for rent,"800,000","  Addo Road, Ajah, Lagos",1 Bedroom1 Bathroom1 Toilet Save
2329,2 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms3 Toilets3 Parking Spaces Save
2330,Self contain (single rooms) for rent,"2,000,000","  Ikate, Lekki, Lagos",1 Bathroom1 Toilet1 Parking Space Save
2331,2 bedroom flat / apartment for rent,"4,000,000","  Lekki Scheme 2 Off Abraham Adesanya Road, Ajah, Lagos",2 Bedrooms2 Bathrooms3 Toilets12 Parking Spaces Save
2332,3 bedroom flat / apartment for rent,"6,000,000","  Off Adelabu, Surulere, Lagos",3 Bedrooms3 Bathrooms4 Toilets Save
2333,3 bedroom flat / apartment for rent,"25,000,000","  3rd Avenue, Banana Island, Ikoyi, Lagos",3 Bedrooms3 Bathrooms3 Toilets Save
2334,2 bedroom flat / apartment for rent,"12,000,000","  Lekki Phase 1, Lekki, Lagos",2 Bedrooms2 Bathrooms2 Toilets Save
2335,1 bedroom mini flat (room and parlour) for rent,"700,000","  Agunbi Ade Junction, Ogombo, Ajah, Lagos",1 Bedroom1 Bathroom1 Toilet3 Parking Spaces Save
2336,Self contain (single rooms) for rent,"350,000","  Alahji Minuru Peace Land/newtown, Ogombo, Ajah, Lagos",1 Bathroom4 Parking Spaces Save
